relative_path,category,word_arabic,word_arabic_stripped,variant,signer_id,handedness,sign_type
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نِظَامٌ (إِشَارَة 1).mp4,Diverse,نِظَامٌ,نظام,1,2,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نِظَامٌ (إِشَارَة 2).mp4,Diverse,نِظَامٌ,نظام,2,2,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نِظَامٌ (إِشَارَة 3).mp4,Diverse,نِظَامٌ,نظام,3,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نِهَايَة (إِشَارَة 1).mp4,Diverse,نِهَايَة,نهاية,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نِهَايَة (إِشَارَة 2).mp4,Diverse,نِهَايَة,نهاية,2,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نْيُويُورْك.mp4,Diverse,نْيُويُورْك,نيويورك,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَاتِفٌ نَقَّالٌ.mp4,Diverse,هَاتِفٌ نَقَّالٌ,هاتف نقال,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَاتِفٌ.mp4,Diverse,هَاتِفٌ,هاتف,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَامْبُرْغَر.mp4,Diverse,هَامْبُرْغَر,هامبرغر,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَبَّ (إِشَارَة 1).mp4,Diverse,هَبَّ,هب,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَبَّ (إِشَارَة 2).mp4,Diverse,هَبَّ,هب,2,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَدِيَّةٌ (إِشَارَة 1).mp4,Diverse,هَدِيَّةٌ,هدية,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَدِيَّةٌ (إِشَارَة 2).mp4,Diverse,هَدِيَّةٌ,هدية,2,4,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَدِيَّةٌ (إِشَارَة 3).mp4,Diverse,هَدِيَّةٌ,هدية,3,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَذَا (إِشَارَة 1).mp4,Diverse,هَذَا,هذا,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَذَا (إِشَارَة 2).mp4,Diverse,هَذَا,هذا,2,2,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَذِهِ (إِشَارَة 1).mp4,Diverse,هَذِهِ,هذه,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَذِهِ (إِشَارَة 2).mp4,Diverse,هَذِهِ,هذه,2,2,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَرَبَ.mp4,Diverse,هَرَبَ,هرب,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَرْمُونِيكَا.mp4,Diverse,هَرْمُونِيكَا,هرمونيكا,,0,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَشٌّ.mp4,Diverse,هَشٌّ,هش,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَضَبَةٌ (إِشَارَة 1).mp4,Diverse,هَضَبَةٌ,هضبة,1,0,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَضَبَةٌ (إِشَارَة 2).mp4,Diverse,هَضَبَةٌ,هضبة,2,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَكَذَا.mp4,Diverse,هَكَذَا,هكذا,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَلْ (إِشَارَة 1).mp4,Diverse,هَلْ,هل,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَلْ (إِشَارَة 2).mp4,Diverse,هَلْ,هل,2,7,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَوَاءٌ.mp4,Diverse,هَوَاءٌ,هواء,,0,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَوَائِيٌّ.mp4,Diverse,هَوَائِيٌّ,هوائي,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَيَّأَ.mp4,Diverse,هَيَّأَ,هيأ,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَيْكَلٌ عَظْمِي (إِشَارَة 1).mp4,Diverse,هَيْكَلٌ عَظْمِي,هيكل عظمي,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَيْكَلٌ عَظْمِي (إِشَارَة 2).mp4,Diverse,هَيْكَلٌ عَظْمِي,هيكل عظمي,2,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هُرَيْرَةٌ.mp4,Diverse,هُرَيْرَةٌ,هريرة,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هُنَا (إِشَارَة 1).mp4,Diverse,هُنَا,هنا,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هُنَا (إِشَارَة 2).mp4,Diverse,هُنَا,هنا,2,2,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هُنَاكَ.mp4,Diverse,هُنَاكَ,هناك,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هُولَنْدَا.mp4,Diverse,هُولَنْدَا,هولندا,,5,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هِلَالِيَّةٌ.mp4,Diverse,هِلَالِيَّةٌ,هلالية,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَاجِبٌ.mp4,Diverse,وَاجِبٌ,واجب,,2,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَاسَى.mp4,Diverse,وَاسَى,واسى,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَاسِعٌ.mp4,Diverse,وَاسِعٌ,واسع,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَاشِنْطُن.mp4,Diverse,وَاشِنْطُن,واشنطن,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَافَقَ.mp4,Diverse,وَافَقَ,وافق,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَالٍ.mp4,Diverse,وَالٍ,وال,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَجَدَ.mp4,Diverse,وَجَدَ,وجد,,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَجْدَة.mp4,Diverse,وَجْدَة,وجدة,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَجْهٌ.mp4,Diverse,وَجْهٌ,وجه,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَحِيدٌ (إِشَارَة 1).mp4,Diverse,وَحِيدٌ,وحيد,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَحِيدُ الْقَرْنِ.mp4,Diverse,وَحِيدُ الْقَرْنِ,وحيد القرن,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَدَاعٌ.mp4,Diverse,وَدَاعٌ,وداع,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَرَقَةٌ (إِشَارَة 1).mp4,Diverse,وَرَقَةٌ,ورقة,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَزَّان.mp4,Diverse,وَزَّان,وزان,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَزَّعَ (إِشَارَة 1).mp4,Diverse,وَزَّعَ,وزع,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَزَّعَ (إِشَارَة 2).mp4,Diverse,وَزَّعَ,وزع,2,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَزِيرٌ.mp4,Diverse,وَزِيرٌ,وزير,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَصَلَ (إِشَارَة 1).mp4,Diverse,وَصَلَ,وصل,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَصْفَةٌ طِبِّيَّةٌ.mp4,Diverse,وَصْفَةٌ طِبِّيَّةٌ,وصفة طبية,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَضَعَ.mp4,Diverse,وَضَعَ,وضع,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَطَنٌ.mp4,Diverse,وَطَنٌ,وطن,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَقَفَ.mp4,Diverse,وَقَفَ,وقف,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَقْتٌ.mp4,Diverse,وَقْتٌ,وقت,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِزَارَةُ التَّشْغِيلِ.mp4,Diverse,وِزَارَةُ التَّشْغِيلِ,وزارة التشغيل,,5,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِزَارَةُ الشَّبِيبَةِ وَالرِّيَاضَةِ.mp4,Diverse,وِزَارَةُ الشَّبِيبَةِ وَالرِّيَاضَةِ,وزارة الشبيبة والرياضة,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِزَارَةُ الْإِسْكَانِ.mp4,Diverse,وِزَارَةُ الْإِسْكَانِ,وزارة الإسكان,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِزَارَةُ الْعَدْلِ.mp4,Diverse,وِزَارَةُ الْعَدْلِ,وزارة العدل,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِزَارَةُ الْمَالِيَّةِ.mp4,Diverse,وِزَارَةُ الْمَالِيَّةِ,وزارة المالية,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِزَاَرَةٌ (إِشَارَة 1).mp4,Diverse,وِزَاَرَةٌ,وزارة,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِسَادَةٌ.mp4,Diverse,وِسَادَةٌ,وسادة,,0,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِسَامٌ.mp4,Diverse,وِسَامٌ,وسام,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِشَاحٌ.mp4,Diverse,وِشَاحٌ,وشاح,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِعَاءٌ.mp4,Diverse,وِعَاءٌ,وعاء,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِلاَدَةٌ (إِشَارَة 1).mp4,Diverse,وِلاَدَةٌ,ولادة,1,6,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِلاَدَةٌ (إِشَارَة 2).mp4,Diverse,وِلاَدَةٌ,ولادة,2,1,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/يَدٌ.mp4,Diverse,يَدٌ,يد,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/يَدَوِيٌّ.mp4,Diverse,يَدَوِيٌّ,يدوي,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/يَوْمٌ (إِشَارَة 1).mp4,Diverse,يَوْمٌ,يوم,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/يَوْمٌ (إِشَارَة 2).mp4,Diverse,يَوْمٌ,يوم,2,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/يَوْمٌ (إِشَارَة 3).mp4,Diverse,يَوْمٌ,يوم,3,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/يَوْمِيَّةٌ (إِشَارَة 1).mp4,Diverse,يَوْمِيَّةٌ,يومية,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/يَوْمِيَّةٌ (إِشَارَة 2).mp4,Diverse,يَوْمِيَّةٌ,يومية,2,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/يُورُو.mp4,Diverse,يُورُو,يورو,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/يُونُسُ عَلَيْهِ السَّلاَمُ.mp4,Diverse,يُونُسُ عَلَيْهِ السَّلاَمُ,يونس عليه السلام,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ً (إِشَارَة 1).mp4,Diverse,ً,,1,5,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ً (إِشَارَة 2).mp4,Diverse,ً,,2,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ٌ (إِشَارَة 1).mp4,Diverse,ٌ,,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ٌ (إِشَارَة 2).mp4,Diverse,ٌ,,2,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ٍ.mp4,Diverse,ٍ,,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/َ.mp4,Diverse,َ,,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ُ (إِشَارَة 1).mp4,Diverse,ُ,,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ُ (إِشَارَة 2).mp4,Diverse,ُ,,2,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ُ (إِشَارَة 3).mp4,Diverse,ُ,,3,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ِ.mp4,Diverse,ِ,,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ّ (إِشَارَة 1).mp4,Diverse,ّ,,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ّ (إِشَارَة 2).mp4,Diverse,ّ,,2,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ْ (إِشَارَة 1).mp4,Diverse,ْ,,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ْ (إِشَارَة 2).mp4,Diverse,ْ,,2,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ْ (إِشَارَة 4).mp4,Diverse,ْ,,4,5,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ء (إِشَارَة 1).mp4,Letters,ء,ء,1,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ء (إِشَارَة 2).mp4,Letters,ء,ء,2,4,both,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ء (إِشَارَة 3).mp4,Letters,ء,ء,3,5,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ا.mp4,Letters,ا,ا,,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ال.mp4,Letters,ال,ال,,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/آ (إِشَارَة 1).mp4,Letters,آ,آ,1,-1,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/آ (إِشَارَة 2).mp4,Letters,آ,آ,2,-1,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/آ (إِشَارَة 3).mp4,Letters,آ,آ,3,-1,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/أ (إِشَارَة 1).mp4,Letters,أ,أ,1,-1,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/أ (إِشَارَة 2).mp4,Letters,أ,أ,2,-1,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/إ (إِشَارَة 1).mp4,Letters,إ,إ,1,-1,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/إ (إِشَارَة 2).mp4,Letters,إ,إ,2,-1,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ب (إِشَارَة 1).mp4,Letters,ب,ب,1,3,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ب (إِشَارَة 2).mp4,Letters,ب,ب,2,4,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ة (إِشَارَة 1).mp4,Letters,ة,ة,1,3,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ة (إِشَارَة 2).mp4,Letters,ة,ة,2,5,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ت (إِشَارَة 1).mp4,Letters,ت,ت,1,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ت (إِشَارَة 2).mp4,Letters,ت,ت,2,4,both,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ج (إِشَارَة 1).mp4,Letters,ج,ج,1,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ج (إِشَارَة 2).mp4,Letters,ج,ج,2,7,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ج (إِشَارَة 3).mp4,Letters,ج,ج,3,4,both,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ح (إِشَارَة 1).mp4,Letters,ح,ح,1,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ح (إِشَارَة 2).mp4,Letters,ح,ح,2,7,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/خ (إِشَارَة 1).mp4,Letters,خ,خ,1,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/خ (إِشَارَة 2).mp4,Letters,خ,خ,2,7,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/د.mp4,Letters,د,د,,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ذ.mp4,Letters,ذ,ذ,,3,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ر (إِشَارَة 1).mp4,Letters,ر,ر,1,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ر (إِشَارَة 2).mp4,Letters,ر,ر,2,1,both,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ر (إِشَارَة 3).mp4,Letters,ر,ر,3,5,both,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ز (إِشَارَة 1).mp4,Letters,ز,ز,1,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ز (إِشَارَة 2).mp4,Letters,ز,ز,2,7,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ز (إِشَارَة 3).mp4,Letters,ز,ز,3,1,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/س (إِشَارَة 1).mp4,Letters,س,س,1,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/س (إِشَارَة 2).mp4,Letters,س,س,2,7,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/س (إِشَارَة 3).mp4,Letters,س,س,3,4,both,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ش (إِشَارَة 1).mp4,Letters,ش,ش,1,6,both,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ش (إِشَارَة 2).mp4,Letters,ش,ش,2,7,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ش (إِشَارَة 3).mp4,Letters,ش,ش,3,4,both,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ص.mp4,Letters,ص,ص,,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ض.mp4,Letters,ض,ض,,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ط (إِشَارَة 1).mp4,Letters,ط,ط,1,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ط (إِشَارَة 2).mp4,Letters,ط,ط,2,3,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ظ.mp4,Letters,ظ,ظ,,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ع.mp4,Letters,ع,ع,,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/غ (إِشَارَة 1).mp4,Letters,غ,غ,1,4,left,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/غ (إِشَارَة 2).mp4,Letters,غ,غ,2,3,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ف.mp4,Letters,ف,ف,,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ق.mp4,Letters,ق,ق,,3,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ك (إِشَارَة 1).mp4,Letters,ك,ك,1,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ك (إِشَارَة 2).mp4,Letters,ك,ك,2,4,both,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ل.mp4,Letters,ل,ل,,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/لا (إِشَارَة 1).mp4,Letters,لا,لا,1,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/لا (إِشَارَة 2).mp4,Letters,لا,لا,2,4,both,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/لاَ.mp4,Letters,لاَ,لا,,3,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/م (إِشَارَة 1).mp4,Letters,م,م,1,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/م (إِشَارَة 2).mp4,Letters,م,م,2,7,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ن (إِشَارَة 1).mp4,Letters,ن,ن,1,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ن (إِشَارَة 2).mp4,Letters,ن,ن,2,7,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ن (إِشَارَة 3).mp4,Letters,ن,ن,3,4,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ن (إِشَارَة 4).mp4,Letters,ن,ن,4,5,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ه.mp4,Letters,ه,ه,,2,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/و (إِشَارَة 1).mp4,Letters,و,و,1,3,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/و (إِشَارَة 3).mp4,Letters,و,و,3,4,both,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ؤ.mp4,Letters,ؤ,ؤ,,-1,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ى.mp4,Letters,ى,ى,,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ي (إِشَارَة 1).mp4,Letters,ي,ي,1,6,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ي (إِشَارَة 2).mp4,Letters,ي,ي,2,7,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/يَا (إِشَارَة 1).mp4,Letters,يَا,يا,1,7,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/يَا (إِشَارَة 2).mp4,Letters,يَا,يا,2,1,both,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ئ.mp4,Letters,ئ,ئ,,-1,right,fingerspelling
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/0 (إِشَارَة 1).mp4,Numbers,0,0,1,6,right,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/0 (إِشَارَة 2).mp4,Numbers,0,0,2,6,right,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/1.mp4,Numbers,1,1,,2,right,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/10 (إِشَارَة 1).mp4,Numbers,10,10,1,4,left,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/10 (إِشَارَة 2).mp4,Numbers,10,10,2,6,both,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/10 (إِشَارَة 3).mp4,Numbers,10,10,3,2,right,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/10 (إِشَارَة 4).mp4,Numbers,10,10,4,5,left,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/100 (إِشَارَة 1).mp4,Numbers,100,100,1,2,right,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/100 (إِشَارَة 2).mp4,Numbers,100,100,2,2,right,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/1000 (إِشَارَة 1).mp4,Numbers,1000,1000,1,6,right,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/1000 (إِشَارَة 2).mp4,Numbers,1000,1000,2,2,both,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/1000 (إِشَارَة 3).mp4,Numbers,1000,1000,3,2,both,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/10000 (إِشَارَة 1).mp4,Numbers,10000,10000,1,6,right,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/10000 (إِشَارَة 2).mp4,Numbers,10000,10000,2,2,both,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/10000 (إِشَارَة 3).mp4,Numbers,10000,10000,3,4,both,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/100000 (إِشَارَة 1).mp4,Numbers,100000,100000,1,6,right,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/100000 (إِشَارَة 2).mp4,Numbers,100000,100000,2,2,both,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/100000 (إِشَارَة 3).mp4,Numbers,100000,100000,3,4,both,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/1000000 (إِشَارَة 1).mp4,Numbers,1000000,1000000,1,5,both,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/1000000 (إِشَارَة 2).mp4,Numbers,1000000,1000000,2,2,right,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/1000000 (إِشَارَة 3).mp4,Numbers,1000000,1000000,3,6,right,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/11 (إِشَارَة 1).mp4,Numbers,11,11,1,2,right,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/11 (إِشَارَة 2).mp4,Numbers,11,11,2,6,right,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/11 (إِشَارَة 3).mp4,Numbers,11,11,3,7,right,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/11 (إِشَارَة 4).mp4,Numbers,11,11,4,2,right,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/11 (إِشَارَة 5).mp4,Numbers,11,11,5,0,both,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/12 (إِشَارَة 1).mp4,Numbers,12,12,1,3,right,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/12 (إِشَارَة 2).mp4,Numbers,12,12,2,6,right,numeric
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/12 (إِشَارَة 3).mp4,Numbers,12,12,3,6,right,numeric
