relative_path,category,word_arabic,word_arabic_stripped,variant,split
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُسْتَاذٌ (إِشَارَة 3).mp4,Diverse,أُسْتَاذٌ,أستاذ,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/أُمٌّ (إِشَارَة 4).mp4,Diverse,أُمٌّ,أم,4,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِبْتَسَمَ (إِشَارَة 2).mp4,Diverse,اِبْتَسَمَ,ابتسم,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِبْنٌ (إِشَارَة 2).mp4,Diverse,اِبْنٌ,ابن,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِبْنُ الْعَمِّ (إِشَارَة 2).mp4,Diverse,اِبْنُ الْعَمِّ,ابن العم,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِتِّحَادٌ (إِشَارَة 3).mp4,Diverse,اِتِّحَادٌ,اتحاد,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِجْتِمَاعٌ (إِشَارَة 3).mp4,Diverse,اِجْتِمَاعٌ,اجتماع,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِحْتَفَظَ (إِشَارَة 3).mp4,Diverse,اِحْتَفَظَ,احتفظ,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِخْتَبَأَ (إِشَارَة 2).mp4,Diverse,اِخْتَبَأَ,اختبأ,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِدَّخَرَ (إِشَارَة 2).mp4,Diverse,اِدَّخَرَ,ادخر,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِرْتَاحَ (إِشَارَة 3).mp4,Diverse,اِرْتَاحَ,ارتاح,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِسْتَدْعَى (إِشَارَة 2).mp4,Diverse,اِسْتَدْعَى,استدعى,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِسْتَمْتَعَ (إِشَارَة 2).mp4,Diverse,اِسْتَمْتَعَ,استمتع,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِسْتِرَاحَةٌ (إِشَارَة 2).mp4,Diverse,اِسْتِرَاحَةٌ,استراحة,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِعْتَادَ (إِشَارَة 2).mp4,Diverse,اِعْتَادَ,اعتاد,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِقْتِطَاعٌ (إِشَارَة 2).mp4,Diverse,اِقْتِطَاعٌ,اقتطاع,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِمْتِحَانٌ (إِشَارَة 2).mp4,Diverse,اِمْتِحَانٌ,امتحان,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْتَظَرَ (إِشَارَة 2).mp4,Diverse,اِنْتَظَرَ,انتظر,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْتَقَلَ (إِشَارَة 2).mp4,Diverse,اِنْتَقَلَ,انتقل,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْتَهَى (إِشَارَة 2).mp4,Diverse,اِنْتَهَى,انتهى,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْخَرَطَ (إِشَارَة 2).mp4,Diverse,اِنْخَرَطَ,انخرط,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/اِنْقِطَاعُ الكَهْرَبَاءِ (إِشَارَة 2).mp4,Diverse,اِنْقِطَاعُ الكَهْرَبَاءِ,انقطاع الكهرباء,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِبْرَةٌ (إِشَارَة 2).mp4,Diverse,إِبْرَةٌ,إبرة,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِجْمَاعٌ (إِشَارَة 2).mp4,Diverse,إِجْمَاعٌ,إجماع,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِدَارَةٌ (إِشَارَة 2).mp4,Diverse,إِدَارَةٌ,إدارة,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِذَا (إِشَارَة 2).mp4,Diverse,إِذَا,إذا,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِذَاعَةٌ (إِشَارَة 2).mp4,Diverse,إِذَاعَةٌ,إذاعة,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِسْبَانْيَا (إِشَارَة 2).mp4,Diverse,إِسْبَانْيَا,إسبانيا,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِسْكَافِيٌّ (إِشَارَة 3).mp4,Diverse,إِسْكَافِيٌّ,إسكافي,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِصْبَعُ الْقَدَمِ (إِشَارَة 2).mp4,Diverse,إِصْبَعُ الْقَدَمِ,إصبع القدم,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِعَاقَةٌ ذِهْنِيَّةٌ (إِشَارَة 2).mp4,Diverse,إِعَاقَةٌ ذِهْنِيَّةٌ,إعاقة ذهنية,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِفْرِيقْيَا (إِشَارَة 3).mp4,Diverse,إِفْرِيقْيَا,إفريقيا,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِلَى (إِشَارَة 3).mp4,Diverse,إِلَى,إلى,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِمْرَأَةٌ (إِشَارَة 2).mp4,Diverse,إِمْرَأَةٌ,إمرأة,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِمْلاَءٌ (إِشَارَة 3).mp4,Diverse,إِمْلاَءٌ,إملاء,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِيصَالٌ (إِشَارَة 2).mp4,Diverse,إِيصَالٌ,إيصال,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِيطَالْيَا (إِشَارَة 2).mp4,Diverse,إِيطَالْيَا,إيطاليا,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/إِيمَانٌ (إِشَارَة 4).mp4,Diverse,إِيمَانٌ,إيمان,4,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/آخَرُ (إِشَارَة 2).mp4,Diverse,آخَرُ,آخر,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/آسِفٌ (إِشَارَة 2).mp4,Diverse,آسِفٌ,آسف,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/آلَةٌ حَاسِبَةٌ (إِشَارَة 2).mp4,Diverse,آلَةٌ حَاسِبَةٌ,آلة حاسبة,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/آلَةُ الحِلاَقَةِ (إِشَارَة 2).mp4,Diverse,آلَةُ الحِلاَقَةِ,آلة الحلاقة,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/آلَةُ قِيَاسِ الوَزْنِ (إِشَارَة 2).mp4,Diverse,آلَةُ قِيَاسِ الوَزْنِ,آلة قياس الوزن,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَادِيَةٌ (إِشَارَة 2).mp4,Diverse,بَادِيَةٌ,بادية,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَاذِنْجَانٌ (إِشَارَة 2).mp4,Diverse,بَاذِنْجَانٌ,باذنجان,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَازِلاَّء (إِشَارَة 2).mp4,Diverse,بَازِلاَّء,بازلاء,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَاعَ (إِشَارَة 2).mp4,Diverse,بَاعَ,باع,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَائِعُ الصُّحُفِ (إِشَارَة 2).mp4,Diverse,بَائِعُ الصُّحُفِ,بائع الصحف,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَبَّغَاءٌ (إِشَارَة 2).mp4,Diverse,بَبَّغَاءٌ,ببغاء,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَدَأَ (إِشَارَة 2).mp4,Diverse,بَدَأَ,بدأ,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَطْنٌ (إِشَارَة 2).mp4,Diverse,بَطْنٌ,بطن,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَعَثَ (إِشَارَة 3).mp4,Diverse,بَعَثَ,بعث,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَعْدَ (إِشَارَة 3).mp4,Diverse,بَعْدَ,بعد,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَقَرَةٌ (إِشَارَة 2).mp4,Diverse,بَقَرَةٌ,بقرة,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَلْ (وَلَكِنْ) (إِشَارَة 2).mp4,Diverse,بَلْ (وَلَكِنْ),بل (ولكن),2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بَلْغَارْيَا (إِشَارَة 2).mp4,Diverse,بَلْغَارْيَا,بلغاريا,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بُخَارُ الْمَاءِ (إِشَارَة 2).mp4,Diverse,بُخَارُ الْمَاءِ,بخار الماء,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بُومَةٌ (إِشَارَة 2).mp4,Diverse,بُومَةٌ,بومة,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بِسْكَوِيت (إِشَارَة 2).mp4,Diverse,بِسْكَوِيت,بسكويت,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بِيتْزَا (إِشَارَة 3).mp4,Diverse,بِيتْزَا,بيتزا,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَخْفِيضٌ (إِشَارَة 2).mp4,Diverse,تَخْفِيضٌ,تخفيض,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَذَكَّرَ (إِشَارَة 2).mp4,Diverse,تَذَكَّرَ,تذكر,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَرْبِيَةٌ (إِشَارَة 2).mp4,Diverse,تَرْبِيَةٌ,تربية,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَلْخِيصٌ (إِشَارَة 2).mp4,Diverse,تَلْخِيصٌ,تلخيص,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَمْرِينٌ (إِشَارَة 2).mp4,Diverse,تَمْرِينٌ,تمرين,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تِلْمِيذٌ (إِشَارَة 2).mp4,Diverse,تِلْمِيذٌ,تلميذ,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ث (إِشَارَة 2).mp4,Diverse,ث,ث,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثُمَّ (إِشَارَة 2).mp4,Diverse,ثُمَّ,ثم,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَدِيدٌ (إِشَارَة 2).mp4,Diverse,جَدِيدٌ,جديد,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَرِيدَةٌ (إِشَارَة 2).mp4,Diverse,جَرِيدَةٌ,جريدة,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَفَافٌ (إِشَارَة 2).mp4,Diverse,جَفَافٌ,جفاف,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَلَسَ (إِشَارَة 2).mp4,Diverse,جَلَسَ,جلس,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمَارِكُ (إِشَارَة 2).mp4,Diverse,جَمَارِكُ,جمارك,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمَاعَةٌ قَرَوِيَّةٌ (إِشَارَة 2).mp4,Diverse,جَمَاعَةٌ قَرَوِيَّةٌ,جماعة قروية,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمِيلٌ (إِشَارَة 2).mp4,Diverse,جَمِيلٌ,جميل,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَوَابٌ (إِشَارَة 2).mp4,Diverse,جَوَابٌ,جواب,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَدِيقَةٌ (إِشَارَة 2).mp4,Diverse,حَدِيقَةٌ,حديقة,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَزِينٌ (إِشَارَة 2).mp4,Diverse,حَزِينٌ,حزين,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَفْلٌ (إِشَارَة 2).mp4,Diverse,حَفْلٌ,حفل,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَيَوَانٌ (إِشَارَة 2).mp4,Diverse,حَيَوَانٌ,حيوان,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حُرٌّ (إِشَارَة 2).mp4,Diverse,حُرٌّ,حر,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِصَانٌ (إِشَارَة 2).mp4,Diverse,حِصَانٌ,حصان,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِمَارٌ وَحْشِيٌّ (إِشَارَة 3).mp4,Diverse,حِمَارٌ وَحْشِيٌّ,حمار وحشي,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِمَايَةٌ (إِشَارَة 2).mp4,Diverse,حِمَايَةٌ,حماية,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَدَعَ (إِشَارَة 3).mp4,Diverse,خَدَعَ,خدع,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَرَجَ (إِشَارَة 3).mp4,Diverse,خَرَجَ,خرج,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَرِيرٌ (إِشَارَة 2).mp4,Diverse,خَرِيرٌ,خرير,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَسِرَ (إِشَارَة 2).mp4,Diverse,خَسِرَ,خسر,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَجَاجَةٌ (إِشَارَة 2).mp4,Diverse,دَجَاجَةٌ,دجاجة,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَرَسَ (إِشَارَة 2).mp4,Diverse,دَرَسَ,درس,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَفْتَرٌ (إِشَارَة 3).mp4,Diverse,دَفْتَرٌ,دفتر,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَمٌ (إِشَارَة 3).mp4,Diverse,دَمٌ,دم,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُبٌّ (إِشَارَة 2).mp4,Diverse,دُبٌّ,دب,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُمْيَةٌ (إِشَارَة 2).mp4,Diverse,دُمْيَةٌ,دمية,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِرْهَمٌ (إِشَارَة 2).mp4,Diverse,دِرْهَمٌ,درهم,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِفَاعٌ (إِشَارَة 3).mp4,Diverse,دِفَاعٌ,دفاع,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِمَاغٌ (إِشَارَة 2).mp4,Diverse,دِمَاغٌ,دماغ,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِيكٌ (إِشَارَة 2).mp4,Diverse,دِيكٌ,ديك,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَهَبٌ (إِشَارَة 2).mp4,Diverse,ذَهَبٌ,ذهب,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَاجَعَ (إِشَارَة 2).mp4,Diverse,رَاجَعَ,راجع,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَاشِدٌ (إِشَارَة 2).mp4,Diverse,رَاشِدٌ,راشد,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَاقَبَ (إِشَارَة 2).mp4,Diverse,رَاقَبَ,راقب,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَأْسٌ (إِشَارَة 2).mp4,Diverse,رَأْسٌ,رأس,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَمَضَانُ (إِشَارَة 2).mp4,Diverse,رَمَضَانُ,رمضان,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَارَ (إِشَارَة 2).mp4,Diverse,زَارَ,زار,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَرَافَةٌ (إِشَارَة 2).mp4,Diverse,زَرَافَةٌ,زرافة,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَرَعَ (إِشَارَة 2).mp4,Diverse,زَرَعَ,زرع,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَهْرَةٌ (إِشَارَة 2).mp4,Diverse,زَهْرَةٌ,زهرة,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَاخِنٌ (إِشَارَة 2).mp4,Diverse,سَاخِنٌ,ساخن,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَحَابَةٌ (إِشَارَة 2).mp4,Diverse,سَحَابَةٌ,سحابة,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَلَّفَ (إِشَارَة 3).mp4,Diverse,سَلَّفَ,سلف,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَمِعَ (إِشَارَة 2).mp4,Diverse,سَمِعَ,سمع,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَهْلٌ (إِشَارَة 2).mp4,Diverse,سَهْلٌ,سهل,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سُكَّرٌ (إِشَارَة 2).mp4,Diverse,سُكَّرٌ,سكر,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سُوقٌ (إِشَارَة 5).mp4,Diverse,سُوقٌ,سوق,5,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/شَاطِرٌ (إِشَارَة 2).mp4,Diverse,شَاطِرٌ,شاطر,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/شَبِيهٌ (إِشَارَة 3).mp4,Diverse,شَبِيهٌ,شبيه,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/شَفَّاف (إِشَارَة 2).mp4,Diverse,شَفَّاف,شفاف,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/شَهْرٌ (إِشَارَة 2).mp4,Diverse,شَهْرٌ,شهر,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/شُرْطِيٌّ (إِشَارَة 4).mp4,Diverse,شُرْطِيٌّ,شرطي,4,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/شُكْرًا (إِشَارَة 2).mp4,Diverse,شُكْرًا,شكرا,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَبَاحٌ (إِشَارَة 2).mp4,Diverse,صَبَاحٌ,صباح,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/صَبَاحُ الْخَيْرِ (إِشَارَة 4).mp4,Diverse,صَبَاحُ الْخَيْرِ,صباح الخير,4,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ضَبْعٌ (إِشَارَة 2).mp4,Diverse,ضَبْعٌ,ضبع,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ضُعْفُ البَصَر (إِشَارَة 2).mp4,Diverse,ضُعْفُ البَصَر,ضعف البصر,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ضِدَّ (إِشَارَة 2).mp4,Diverse,ضِدَّ,ضد,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ضِفْدَعَةٌ (إِشَارَة 2).mp4,Diverse,ضِفْدَعَةٌ,ضفدعة,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَحِينٌ (إِشَارَة 3).mp4,Diverse,طَحِينٌ,طحين,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَرِيقٌ (إِشَارَة 2).mp4,Diverse,طَرِيقٌ,طريق,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَلَاقٌ (إِشَارَة 2).mp4,Diverse,طَلَاقٌ,طلاق,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَلَبٌ (إِشَارَة 2).mp4,Diverse,طَلَبٌ,طلب,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَمَاطِمُ (إِشَارَة 2).mp4,Diverse,طَمَاطِمُ,طماطم,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَادَ (إِشَارَة 2).mp4,Diverse,عَادَ,عاد,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَالَمٌ (إِشَارَة 3).mp4,Diverse,عَالَمٌ,عالم,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَدُوٌّ (إِشَارَة 2).mp4,Diverse,عَدُوٌّ,عدو,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَظْمٌ (إِشَارَة 2).mp4,Diverse,عَظْمٌ,عظم,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَلَى (إِشَارَة 2).mp4,Diverse,عَلَى,على,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُدَّةٌ (إِشَارَة 2).mp4,Diverse,عُدَّةٌ,عدة,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُطْلَةٌ (إِشَارَة 2).mp4,Diverse,عُطْلَةٌ,عطلة,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُنْوَانٌ (إِشَارَة 3).mp4,Diverse,عُنْوَانٌ,عنوان,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِمَارَةٌ (إِشَارَة 2).mp4,Diverse,عِمَارَةٌ,عمارة,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِنْدِي (إِشَارَة 2).mp4,Diverse,عِنْدِي,عندي,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدٌ (إِشَارَة 4).mp4,Diverse,عِيدٌ,عيد,4,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ الاِسْتِقْلاَلِ (إِشَارَة 2).mp4,Diverse,عِيدُ الاِسْتِقْلاَلِ,عيد الاستقلال,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ الشَّبَابِ (إِشَارَة 2).mp4,Diverse,عِيدُ الشَّبَابِ,عيد الشباب,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ المِيلَادِ (إِشَارَة 2).mp4,Diverse,عِيدُ المِيلَادِ,عيد الميلاد,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ الْأَضْحَى (إِشَارَة 2).mp4,Diverse,عِيدُ الْأَضْحَى,عيد الأضحى,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ الْفِطْرِ (إِشَارَة 2).mp4,Diverse,عِيدُ الْفِطْرِ,عيد الفطر,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَاضِبٌ (إِشَارَة 3).mp4,Diverse,غَاضِبٌ,غاضب,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَزَالٌ (إِشَارَة 2).mp4,Diverse,غَزَالٌ,غزال,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَشَّ (إِشَارَة 2).mp4,Diverse,غَشَّ,غش,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَنِيٌّ (إِشَارَة 2).mp4,Diverse,غَنِيٌّ,غني,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَيَّرَ (إِشَارَة 2).mp4,Diverse,غَيَّرَ,غير,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غُلاَمٌ (إِشَارَة 3).mp4,Diverse,غُلاَمٌ,غلام,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَارِغٌ (إِشَارَة 2).mp4,Diverse,فَارِغٌ,فارغ,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَأْرٌ (إِشَارَة 2).mp4,Diverse,فَأْرٌ,فأر,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَتَّشَ (إِشَارَة 2).mp4,Diverse,فَتَّشَ,فتش,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَجْرٌ (إِشَارَة 2).mp4,Diverse,فَجْرٌ,فجر,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَرَاوْلَة (إِشَارَة 3).mp4,Diverse,فَرَاوْلَة,فراولة,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَعَلَ (إِشَارَة 2).mp4,Diverse,فَعَلَ,فعل,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَمٌ (إِشَارَة 2).mp4,Diverse,فَمٌ,فم,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَنٌّ (إِشَارَة 2).mp4,Diverse,فَنٌّ,فن,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فُنْدُقٌ (إِشَارَة 2).mp4,Diverse,فُنْدُقٌ,فندق,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فُوطَةٌ (إِشَارَة 2).mp4,Diverse,فُوطَةٌ,فوطة,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِعْلٌ (إِشَارَة 2).mp4,Diverse,فِعْلٌ,فعل,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِي (إِشَارَة 2).mp4,Diverse,فِي,في,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَالَ (إِشَارَة 3).mp4,Diverse,قَالَ,قال,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَدَمٌ (إِشَارَة 2).mp4,Diverse,قَدَمٌ,قدم,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَدْ (إِشَارَة 3).mp4,Diverse,قَدْ,قد,3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَرِيبٌ (أَهْلٌ) (إِشَارَة 3).mp4,Diverse,قَرِيبٌ (أَهْلٌ),قريب (أهل),3,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَلَمُ الرَّصَاصِ (إِشَارَة 2).mp4,Diverse,قَلَمُ الرَّصَاصِ,قلم الرصاص,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَلَمُ حِبْرٍ (إِشَارَة 2).mp4,Diverse,قَلَمُ حِبْرٍ,قلم حبر,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَلِقٌ (إِشَارَة 2).mp4,Diverse,قَلِقٌ,قلق,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَوْسُ قُزَحٍ (إِشَارَة 2).mp4,Diverse,قَوْسُ قُزَحٍ,قوس قزح,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قُبَّعَةٌ (إِشَارَة 2).mp4,Diverse,قُبَّعَةٌ,قبعة,2,val
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قُفَّةٌ (إِشَارَة 2).mp4,Diverse,قُفَّةٌ,قفة,2,val
